idPlayerNBA,namePlayer,summary,comments,dynastycomment
203471,Dennis Schroder,"The starting PG by default, but Toronto will be the Scottie Barnes show, for better or worse. ","Schroder is far from an exciting pick, but he’s the lone PG in Toronto after Fred VanVleet peaced out and left the team in a bind. He’ll have a lot more on his plate offensively compared to Los Angeles, but for how long? The Raptors could be on the verge of a rebuild, and it’s just a matter of time before they hand the keys over to Scottie Barnes to see if he can live up to some truly insane hype. Assists are not easy to find late in drafts and it’s one of the scarcest categories, so that helps Schroder a good bit. For his career, he averages 6.3 dimes, 1.1 steals and 1.6 triples per 36. Feel free to ride him early and if you need to you can set him loose late for a player with more upside. ",
203473,Dewayne Dedmon, , ,
203476,Gorgui Dieng, , ,
203482,Kelly Olynyk,"Kelly O is a beast, but his role is unclear with the Jazz adding a ton of frontcourt depth. ","Kelly Olynyk split his minutes at center and power forward for the Jazz in 2022-23, playing 28 minutes per game and posting 9th-round value. The Lunch Lady just bleeds fantasy value, but his trajectory is now pointed in the wrong direction with the arrivals of John Collins and Taylor Hendricks. With Olynyk limited to scraps behind Walker Kessler, I only see a path to late-round value. Maybe a trade will rescue him.",
203484,Kentavious Caldwell-Pope,"A very safe late-round pick if you want some drama-free points, 3s and steals on good percentages. ","KCP is an easy player to project because you know what you’re going to get. He’ll be returning to a Denver team that looks similar in 2022-23, although the absence of Bruce Brown makes KCP even more important to their success. 

KCP is an elite shooter which is exactly what you want when Jokic is on the floor feeding him easy looks. He hit an elite 44% on his catch-and-shoot 3s, but he’s more than just a threat from deep. In the playoffs, KCP hit 64% of his 25 mid-range attempts which was second in the NBA. Defensively, KCP posted the second highest steal rate of his career and his highest block rate, making him a no-brainer “safe” pick in the late rounds if you need efficient 3s and solid defensive stats without hurting you anywhere.",Productive 3-and-D role player with a safe floor.
203486,Mason Plumlee, , ,
203487,Michael Carter-Williams, , ,
203488,Mike Muscala, , ,
203490,Otto Porter Jr., , ,
203493,Reggie Bullock, , ,
203496,Robert Covington, , ,
203497,Rudy Gobert,"Still an elite center, but his FT% forces you to punt and his shot-blocking wasn’t up to par in 2022-23.","Gobert is coming off a down season in 2022-23 with production dips almost everywhere. He averaged a couple less points and rebounds per game and his block rate and free throw percentage plummeted. For his career Gobert blocks 2.6 shots per 36. Last season he was at 1.6 per 36. As for his FT%, only Giannis, Steven Adams, Nic Claxton and Aaron Gordon were a bigger negative in that category. Gobert’s ADP was 28, and while he ranked 60th in 9-cat for per-game value, he did sneak into the top 25 for those punting away FT%. 

Despite the dip in production, Gobert still has a lot to offer going into his age-31 season. Two of the top best defensive lineups by net rating included Gobert in 2022-23, he contested the 7th most shots in the NBA and he was 4th in total rebound rate. Minnesota has kept their core together for 2023-24 and they will have some momentum going into the season with a healthy Karl-Anthony Towns, an emerging superstar in Anthony Edwards and two-way dynamo Jaden McDaniels. Gobert is the anchor of this defense and is a lock for 30 minutes a night, and as long as you’re planning to punt FT%, you can’t go wrong at his projected ADP even if we only see some minor improvements in his block rate.",Block rate is trending down. FT% is still atrocious.
203500,Steven Adams,Was way more important to Memphis than many realized. ,"A knee injury in January cut Adams’ season short, but he had some good moments on the court next to JJJ. Adams pulled down a career-high 11.5 boards per game, tying Clint Capela for 2nd place in total rebound rate. His 2.3 dimes were useful, and perhaps we’ll see more of that playmaking with Ja suspended 25 games. He won’t score much, but when he does it will be on elite efficiency with 69% of his shot attempts coming from within 3 feet. The big concern with Adams is his shocking FT%, and while it’s relatively low volume, you will absolutely feel that weight on your team. If you end up grabbing a Giannis or a Zion for example, Adams isn’t the worst late-round big you can scoop up. ",
203501,Tim Hardaway Jr.,Very empty player outside of points and 3s. Mavs tried to salary dump him. ,,
203506,Victor Oladipo, , ,
203507,Giannis Antetokounmpo,"Being forced into a punt right out of the gate isn’t ideal, especially for a player struggling to stay on the floor with declining defensive activity. Still one of the most dominant offensive players in the NBA.","Giannis is a perfect example of why we shouldn’t completely rely on z-score ranks. They would have you believe that he finished 101st in 9-cat in per-game value. You would have to have the IQ of Mitch Kupchak to draft Giannis and not punt free throws, and removing that category catapults him up to 19th. That’s still bad considering his ADP was No. 3, and it doesn’t help that he appeared in just 63 games. 

Giannis averaged a career-high in points (31.1), adding 11.8 rebounds, 5.7 assists and 3.9 turnovers. He was an anchor in FG% (55.3%) on high volume with 20 shots per game, but he was the single-worst contributor to FT%, hitting 64.5% on a career-high 12 attempts per game. There’s no coming back from that. The other big concern is that he only had 0.8 steals and 0.8 blocks, his lowest average since his rookie season. For some context, he had a 1.2% steal rate and 2.4% block rate compared to his career averages of 1.7% and 3.4%. He’s exhausting so much energy on the offensive end that he’s losing a ton of fantasy appeal on the other end. 

An even bigger drawback for Giannis are the missed games. He’s played an average of 63 games over the past four seasons, with most of his DNPs being related to knee maintenance. He needed a cleanup procedure on his knee in late June, though it’s not expected to affect his status for opening night. Is he still a first-round pick? Perhaps, but he’s a difficult player to build around with low 3s, high turnovers, a horrific FT% and declining defensive activity for a player that will probably play around 60-65 games.","Defense has declined, and hasn't shown growth from the free throw line or perimeter."
